Period,Series_reference,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2022.06,BDCM.SB1Q,22626,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2022.07,BDCM.SB1Q,22602,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2022.08,BDCM.SB1Q,22764,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2022.09,BDCM.SB1Q,22686,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2022.1,BDCM.SB1Q,22821,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2022.11,BDCM.SB1Q,22602,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2022.12,BDCM.SB1Q,23010,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2023.01,BDCM.SB1Q,22965,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2023.02,BDCM.SB1Q,23067,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2023.03,BDCM.SB1Q,23091,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Health Care and Social Assistance,,,
2015.01,BDCM.SB1R,9501,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.02,BDCM.SB1R,9519,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.03,BDCM.SB1R,9528,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.04,BDCM.SB1R,9540,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.05,BDCM.SB1R,9534,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.06,BDCM.SB1R,9609,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.07,BDCM.SB1R,9567,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.08,BDCM.SB1R,9597,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.09,BDCM.SB1R,9585,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.1,BDCM.SB1R,9597,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.11,BDCM.SB1R,9543,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.12,BDCM.SB1R,9591,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.01,BDCM.SB1R,9582,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.02,BDCM.SB1R,9624,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.03,BDCM.SB1R,9651,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.04,BDCM.SB1R,9660,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.05,BDCM.SB1R,9624,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.06,BDCM.SB1R,9573,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.07,BDCM.SB1R,9603,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.08,BDCM.SB1R,9645,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.09,BDCM.SB1R,9624,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.1,BDCM.SB1R,9660,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.11,BDCM.SB1R,9660,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2016.12,BDCM.SB1R,9747,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.01,BDCM.SB1R,9714,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.02,BDCM.SB1R,9747,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.03,BDCM.SB1R,9792,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.04,BDCM.SB1R,9822,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.05,BDCM.SB1R,9753,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.06,BDCM.SB1R,9780,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.07,BDCM.SB1R,9765,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.08,BDCM.SB1R,9786,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.09,BDCM.SB1R,9750,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.1,BDCM.SB1R,9783,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.11,BDCM.SB1R,9720,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2017.12,BDCM.SB1R,9765,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.01,BDCM.SB1R,9696,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.02,BDCM.SB1R,9837,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.03,BDCM.SB1R,9816,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.04,BDCM.SB1R,9852,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.05,BDCM.SB1R,9666,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.06,BDCM.SB1R,9699,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.07,BDCM.SB1R,9804,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.08,BDCM.SB1R,9825,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.09,BDCM.SB1R,9810,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.1,BDCM.SB1R,9798,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.11,BDCM.SB1R,9765,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2018.12,BDCM.SB1R,9882,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.01,BDCM.SB1R,9915,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.02,BDCM.SB1R,10008,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.03,BDCM.SB1R,10008,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.04,BDCM.SB1R,10053,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.05,BDCM.SB1R,9945,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.06,BDCM.SB1R,10020,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.07,BDCM.SB1R,10071,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.08,BDCM.SB1R,10164,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.09,BDCM.SB1R,10158,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.1,BDCM.SB1R,10206,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.11,BDCM.SB1R,10296,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2019.12,BDCM.SB1R,10257,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.01,BDCM.SB1R,10251,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.02,BDCM.SB1R,10191,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.03,BDCM.SB1R,10230,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.04,BDCM.SB1R,10263,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.05,BDCM.SB1R,10173,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.06,BDCM.SB1R,10230,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.07,BDCM.SB1R,10137,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.08,BDCM.SB1R,10116,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.09,BDCM.SB1R,10056,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.1,BDCM.SB1R,10059,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.11,BDCM.SB1R,9864,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2020.12,BDCM.SB1R,9933,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.01,BDCM.SB1R,9882,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.02,BDCM.SB1R,9912,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.03,BDCM.SB1R,9909,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.04,BDCM.SB1R,9972,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.05,BDCM.SB1R,9966,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.06,BDCM.SB1R,10128,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.07,BDCM.SB1R,10203,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.08,BDCM.SB1R,10350,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.09,BDCM.SB1R,10467,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.1,BDCM.SB1R,10623,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.11,BDCM.SB1R,10638,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2021.12,BDCM.SB1R,10785,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.01,BDCM.SB1R,10785,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.02,BDCM.SB1R,10842,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.03,BDCM.SB1R,10887,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.04,BDCM.SB1R,10986,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.05,BDCM.SB1R,10902,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.06,BDCM.SB1R,11001,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.07,BDCM.SB1R,10986,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.08,BDCM.SB1R,11046,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.09,BDCM.SB1R,11001,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.1,BDCM.SB1R,11067,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.11,BDCM.SB1R,10995,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2022.12,BDCM.SB1R,11154,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2023.01,BDCM.SB1R,11142,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2023.02,BDCM.SB1R,11187,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2023.03,BDCM.SB1R,11238,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Arts and Recreation Services,,,
2015.01,BDCM.SB1RA,19749,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.02,BDCM.SB1RA,19734,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.03,BDCM.SB1RA,19749,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.04,BDCM.SB1RA,19698,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.05,BDCM.SB1RA,19677,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.06,BDCM.SB1RA,19776,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.07,BDCM.SB1RA,19722,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.08,BDCM.SB1RA,19731,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.09,BDCM.SB1RA,19689,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.1,BDCM.SB1RA,19734,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.11,BDCM.SB1RA,19686,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2015.12,BDCM.SB1RA,19770,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.01,BDCM.SB1RA,19839,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.02,BDCM.SB1RA,19956,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.03,BDCM.SB1RA,19944,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.04,BDCM.SB1RA,19974,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.05,BDCM.SB1RA,19941,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.06,BDCM.SB1RA,19926,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.07,BDCM.SB1RA,20001,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.08,BDCM.SB1RA,20058,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
2016.09,BDCM.SB1RA,20034,,R,Number,0,Business Data Collection - BDC,Geographic units by Region,Total,Northland,,,
