Period,Series_reference,Data_value,Suppressed,STATUS,UNITS,Magnitude,Subject,Group,Series_title_1,Series_title_2,Series_title_3,Series_title_4,Series_title_5
2020.09,BDCM.SB1D,1131,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2020.1,BDCM.SB1D,1134,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2020.11,BDCM.SB1D,1119,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2020.12,BDCM.SB1D,1140,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.01,BDCM.SB1D,1131,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.02,BDCM.SB1D,1137,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.03,BDCM.SB1D,1140,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.04,BDCM.SB1D,1155,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.05,BDCM.SB1D,1152,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.06,BDCM.SB1D,1167,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.07,BDCM.SB1D,1149,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.08,BDCM.SB1D,1170,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.09,BDCM.SB1D,1164,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.1,BDCM.SB1D,1182,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.11,BDCM.SB1D,1173,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2021.12,BDCM.SB1D,1197,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.01,BDCM.SB1D,1200,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.02,BDCM.SB1D,1212,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.03,BDCM.SB1D,1224,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.04,BDCM.SB1D,1251,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.05,BDCM.SB1D,1236,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.06,BDCM.SB1D,1224,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.07,BDCM.SB1D,1209,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.08,BDCM.SB1D,1218,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.09,BDCM.SB1D,1209,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.1,BDCM.SB1D,1227,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.11,BDCM.SB1D,1218,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2022.12,BDCM.SB1D,1233,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2023.01,BDCM.SB1D,1221,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2023.02,BDCM.SB1D,1224,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2023.03,BDCM.SB1D,1230,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,"Electricity, Gas, Water and Waste Services",,,
2015.01,BDCM.SB1E,52464,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.02,BDCM.SB1E,52578,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.03,BDCM.SB1E,52599,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.04,BDCM.SB1E,52728,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.05,BDCM.SB1E,52515,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.06,BDCM.SB1E,53103,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.07,BDCM.SB1E,52878,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.08,BDCM.SB1E,53151,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.09,BDCM.SB1E,53043,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.1,BDCM.SB1E,53274,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.11,BDCM.SB1E,53241,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.12,BDCM.SB1E,53823,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.01,BDCM.SB1E,54171,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.02,BDCM.SB1E,54375,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.03,BDCM.SB1E,54534,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.04,BDCM.SB1E,54726,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.05,BDCM.SB1E,54810,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.06,BDCM.SB1E,54840,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.07,BDCM.SB1E,55224,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.08,BDCM.SB1E,55719,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.09,BDCM.SB1E,55719,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.1,BDCM.SB1E,56160,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.11,BDCM.SB1E,56160,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2016.12,BDCM.SB1E,57141,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.01,BDCM.SB1E,56994,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.02,BDCM.SB1E,57282,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.03,BDCM.SB1E,57561,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.04,BDCM.SB1E,57852,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.05,BDCM.SB1E,57690,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.06,BDCM.SB1E,58065,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.07,BDCM.SB1E,58023,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.08,BDCM.SB1E,58530,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.09,BDCM.SB1E,58356,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.1,BDCM.SB1E,58881,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.11,BDCM.SB1E,58446,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2017.12,BDCM.SB1E,59205,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.01,BDCM.SB1E,59055,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.02,BDCM.SB1E,59958,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.03,BDCM.SB1E,59901,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.04,BDCM.SB1E,60234,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.05,BDCM.SB1E,59646,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.06,BDCM.SB1E,60051,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.07,BDCM.SB1E,60081,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.08,BDCM.SB1E,60351,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.09,BDCM.SB1E,60006,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.1,BDCM.SB1E,60351,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.11,BDCM.SB1E,60897,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2018.12,BDCM.SB1E,61809,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.01,BDCM.SB1E,62805,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.02,BDCM.SB1E,63363,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.03,BDCM.SB1E,63270,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.04,BDCM.SB1E,63735,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.05,BDCM.SB1E,63234,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.06,BDCM.SB1E,63630,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.07,BDCM.SB1E,63399,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.08,BDCM.SB1E,64191,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.09,BDCM.SB1E,64116,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.1,BDCM.SB1E,64443,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.11,BDCM.SB1E,65259,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2019.12,BDCM.SB1E,64935,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.01,BDCM.SB1E,64890,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.02,BDCM.SB1E,64719,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.03,BDCM.SB1E,65133,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.04,BDCM.SB1E,65235,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.05,BDCM.SB1E,65478,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.06,BDCM.SB1E,65817,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.07,BDCM.SB1E,65238,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.08,BDCM.SB1E,65598,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.09,BDCM.SB1E,65265,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.1,BDCM.SB1E,65919,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.11,BDCM.SB1E,65433,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2020.12,BDCM.SB1E,66792,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.01,BDCM.SB1E,66657,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.02,BDCM.SB1E,67512,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.03,BDCM.SB1E,67539,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.04,BDCM.SB1E,68268,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.05,BDCM.SB1E,67953,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.06,BDCM.SB1E,69246,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.07,BDCM.SB1E,69468,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.08,BDCM.SB1E,70656,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.09,BDCM.SB1E,70833,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.1,BDCM.SB1E,72096,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.11,BDCM.SB1E,71589,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2021.12,BDCM.SB1E,73032,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.01,BDCM.SB1E,73014,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.02,BDCM.SB1E,73782,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.03,BDCM.SB1E,73902,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.04,BDCM.SB1E,75156,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.05,BDCM.SB1E,74283,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.06,BDCM.SB1E,75417,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.07,BDCM.SB1E,75261,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.08,BDCM.SB1E,76005,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.09,BDCM.SB1E,75819,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.1,BDCM.SB1E,76593,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.11,BDCM.SB1E,76122,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2022.12,BDCM.SB1E,77487,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2023.01,BDCM.SB1E,77388,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2023.02,BDCM.SB1E,77907,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2023.03,BDCM.SB1E,77805,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Construction,,,
2015.01,BDCM.SB1F,16959,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.02,BDCM.SB1F,16998,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.03,BDCM.SB1F,17022,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.04,BDCM.SB1F,17079,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.05,BDCM.SB1F,17013,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.06,BDCM.SB1F,17181,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.07,BDCM.SB1F,17061,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.08,BDCM.SB1F,17109,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.09,BDCM.SB1F,17067,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.1,BDCM.SB1F,17121,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.11,BDCM.SB1F,17088,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2015.12,BDCM.SB1F,17229,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.01,BDCM.SB1F,17256,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.02,BDCM.SB1F,17274,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.03,BDCM.SB1F,17244,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.04,BDCM.SB1F,17238,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.05,BDCM.SB1F,17211,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.06,BDCM.SB1F,17148,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.07,BDCM.SB1F,17181,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.08,BDCM.SB1F,17196,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.09,BDCM.SB1F,17142,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.1,BDCM.SB1F,17178,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.11,BDCM.SB1F,17178,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2016.12,BDCM.SB1F,17286,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.01,BDCM.SB1F,17223,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.02,BDCM.SB1F,17208,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.03,BDCM.SB1F,17226,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.04,BDCM.SB1F,17295,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.05,BDCM.SB1F,17145,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.06,BDCM.SB1F,17154,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.07,BDCM.SB1F,17124,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.08,BDCM.SB1F,17151,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.09,BDCM.SB1F,17070,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.1,BDCM.SB1F,17106,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.11,BDCM.SB1F,16926,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2017.12,BDCM.SB1F,16875,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.01,BDCM.SB1F,16665,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.02,BDCM.SB1F,17001,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.03,BDCM.SB1F,16953,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.04,BDCM.SB1F,17016,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.05,BDCM.SB1F,16746,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.06,BDCM.SB1F,16833,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.07,BDCM.SB1F,16821,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.08,BDCM.SB1F,16833,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.09,BDCM.SB1F,16734,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.1,BDCM.SB1F,16728,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.11,BDCM.SB1F,16695,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2018.12,BDCM.SB1F,16860,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.01,BDCM.SB1F,16707,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.02,BDCM.SB1F,16809,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.03,BDCM.SB1F,16749,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.04,BDCM.SB1F,16809,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.05,BDCM.SB1F,16620,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.06,BDCM.SB1F,16674,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.07,BDCM.SB1F,16653,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.08,BDCM.SB1F,16698,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.09,BDCM.SB1F,16656,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.1,BDCM.SB1F,16710,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.11,BDCM.SB1F,16833,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2019.12,BDCM.SB1F,16743,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.01,BDCM.SB1F,16728,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.02,BDCM.SB1F,16689,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.03,BDCM.SB1F,16614,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.04,BDCM.SB1F,16635,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.05,BDCM.SB1F,16488,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.06,BDCM.SB1F,16539,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.07,BDCM.SB1F,16434,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.08,BDCM.SB1F,16437,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.09,BDCM.SB1F,16335,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.1,BDCM.SB1F,16365,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.11,BDCM.SB1F,16230,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2020.12,BDCM.SB1F,16380,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.01,BDCM.SB1F,16275,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.02,BDCM.SB1F,16281,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.03,BDCM.SB1F,16227,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.04,BDCM.SB1F,16326,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.05,BDCM.SB1F,16197,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.06,BDCM.SB1F,16368,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.07,BDCM.SB1F,16395,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.08,BDCM.SB1F,16470,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.09,BDCM.SB1F,16476,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.1,BDCM.SB1F,16620,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
2021.11,BDCM.SB1F,16509,,F,Number,0,Business Data Collection - BDC,Enterprise Counts by Industry,Total,Wholesale Trade,,,
